symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,source_section,source_market,source_industry,source_description,source_url
01399.HK,鋭信控股 ベンソンホールディングス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01399;鋭信控股 ベンソンホールディングス;携帯電話用二次電池メーカー;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972202+00:00,1399.HK,Hong Kong,HKEX,01399,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,携帯電話用二次電池メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01415.HK,コーウェル イー ホールディングス 高偉電子,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01415;コーウェル イー ホールディングス 高偉電子;スマートフォンやタブレットなどカメラ付き携帯端末用のカメラ部品モジュールを生産する会社;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972258+00:00,1415.HK,Hong Kong,HKEX,01415,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,スマートフォンやタブレットなどカメラ付き携帯端末用のカメラ部品モジュールを生産する会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01428.HK,ブライトスマートセキュリティーズ 耀才証券,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,financial,financial,01428;ブライトスマートセキュリティーズ 耀才証券;香港の証券ブローカー。香港;米国;シンガポールで各種金融商品の売買を手がける;金融サービス,none,,,,standard,financial,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972329+00:00,1428.HK,Hong Kong,HKEX,01428,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,金融サービス,香港の証券ブローカー。香港、米国、シンガポールで各種金融商品の売買を手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01448.HK,フーショウユエンインター 福寿園,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,01448;フーショウユエンインター 福寿園;中国最大の葬儀サービス会社;サービス,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972383+00:00,1448.HK,Hong Kong,HKEX,01448,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,サービス,中国最大の葬儀サービス会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01456.HK,グオリエン ミンシェン セキュリティーズ 国聯民生證券,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,financial,financial,01456;グオリエン ミンシェン セキュリティーズ 国聯民生證券;中国の国聯集団傘下の証券会社;金融サービス,none,,,,standard,financial,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972428+00:00,1456.HK,Hong Kong,HKEX,01456,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,金融サービス,中国の国聯集団傘下の証券会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01466.HK,バイジン ライフ サイエンス 百金生命科学,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,01466;バイジン ライフ サイエンス 百金生命科学;真珠やジュエリーの加工販売;サービス,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972479+00:00,1466.HK,Hong Kong,HKEX,01466,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,サービス,真珠やジュエリーの加工販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01475.HK,日清食品 ニッシン フーズ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,01475;日清食品 ニッシン フーズ;香港と中国本土で即席麺や冷凍食品の製造・販売を手掛けている会社,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972537+00:00,1475.HK,Hong Kong,HKEX,01475,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,,香港と中国本土で即席麺や冷凍食品の製造・販売を手掛けている会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01478.HK,丘タイ科技 キュー テクノロジー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01478;丘タイ科技 キュー テクノロジー;スマートフォンやタブレットに搭載されるカメラ部品を中国で製造する会社,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972592+00:00,1478.HK,Hong Kong,HKEX,01478,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing;sector_inferred_from_description,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,,スマートフォンやタブレットに搭載されるカメラ部品を中国で製造する会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01488.HK,ベスト フッド 百福,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,01488;ベスト フッド 百福;バッグ生産販売会社;アパレル・繊維,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972643+00:00,1488.HK,Hong Kong,HKEX,01488,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,アパレル・繊維,バッグ生産販売会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01508.HK,チャイナ リインシュアランス 中国再保険,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,insurance,financial,01508;チャイナ リインシュアランス 中国再保険;損害保険;生命保険;医療保険など広範な商品を対象に再保険を手掛ける中国の再保険会社;金融,none,,,,standard,insurance,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972690+00:00,1508.HK,Hong Kong,HKEX,01508,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,金融,損害保険、生命保険、医療保険など広範な商品を対象に再保険を手掛ける中国の再保険会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01513.HK,リブゾン ファーマ 麗珠医薬集団,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,01513;リブゾン ファーマ 麗珠医薬集団;バイオ科学医薬品メーカー;ヘルスケア・バイオテクノロジー,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972739+00:00,1513.HK,Hong Kong,HKEX,01513,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア・バイオテクノロジー,バイオ科学医薬品メーカー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01515.HK,チャイナ リソース メディカル ホールディングス 華潤医療控股,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,01515;チャイナ リソース メディカル ホールディングス 華潤医療控股;中国の大手民間の病院グループ;ヘルスケア,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972792+00:00,1515.HK,Hong Kong,HKEX,01515,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア,中国の大手民間の病院グループ,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01523.HK,プロバー ベイ テクノロジーズ コウ湾科技,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01523;プロバー ベイ テクノロジーズ コウ湾科技;企業ネットワークのソリューションである「SD－WAN」に対応するルーターの設計;開発;販売を手掛ける会社;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972842+00:00,1523.HK,Hong Kong,HKEX,01523,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,企業ネットワークのソリューションである「SD－WAN」に対応するルーターの設計、開発、販売を手掛ける会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01528.HK,レッド スター マッカラングループ 紅星美凱龍家居集団,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,01528;レッド スター マッカラングループ 紅星美凱龍家居集団;中国最大のDIYショップ;および家具ショッピングモールを運営;小売,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972899+00:00,1528.HK,Hong Kong,HKEX,01528,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,小売,中国最大のDIYショップ、および家具ショッピングモールを運営,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01530.HK,スリー エス バイオ 三生製薬,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,01530;スリー エス バイオ 三生製薬;中国のバイオテクノロジー会社;医療,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.972951+00:00,1530.HK,Hong Kong,HKEX,01530,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,医療,中国のバイオテクノロジー会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01548.HK,ジェンスクリプト バイオテック 金斯瑞生物科技,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,01548;ジェンスクリプト バイオテック 金斯瑞生物科技;バイオテクノロジーサービス会社;バイオテクノロジー,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973003+00:00,1548.HK,Hong Kong,HKEX,01548,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,バイオテクノロジー,バイオテクノロジーサービス会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01555.HK,エムアイイー MI能源,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,energy,energy,01555;エムアイイー MI能源;中国の独立系石油会社;石油・石油化学製品,none,,,,standard,energy,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973048+00:00,1555.HK,Hong Kong,HKEX,01555,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,石油・石油化学製品,中国の独立系石油会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01579.HK,イーハイ インターナショナル ホールディング 頤海国際,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,01579;イーハイ インターナショナル ホールディング 頤海国際;同社は子会社とともに;化合物調味料の研究;開発;製造;流通及び販売に従事する。鍋スープ香味料やチキン・エッセンスなどを販売。;食品・飲料・タバコ,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973111+00:00,1579.HK,Hong Kong,HKEX,01579,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,食品・飲料・タバコ,同社は子会社とともに、化合物調味料の研究、開発、製造、流通及び販売に従事する。鍋スープ香味料やチキン・エッセンスなどを販売。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01585.HK,Yadea Group 雅迪,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01585;Yadea Group 雅迪;中国(ケイマン諸島)の電気自動車メーカー。電気スクーターや自転車の設計;研究;開発;製造を行っている。;電気自動車,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973165+00:00,1585.HK,Hong Kong,HKEX,01585,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電気自動車,中国(ケイマン諸島)の電気自動車メーカー。電気スクーターや自転車の設計、研究、開発、製造を行っている。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01600.HK,ティエンルンガス 天倫燃気,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,utilities,utilities,01600;ティエンルンガス 天倫燃気;河南省でガス管設置業務に従事;電力・ガス,none,,,,standard,utilities,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973215+00:00,1600.HK,Hong Kong,HKEX,01600,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,電力・ガス,河南省でガス管設置業務に従事,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01618.HK,エムシーシー 中国冶金科工,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01618;エムシーシー 中国冶金科工;鉄鋼;非鉄金属業界向けに建設請負;鉱山開発;設備製造を手がける;金属;鉄・非鉄,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973270+00:00,1618.HK,Hong Kong,HKEX,01618,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,金属/鉄・非鉄,鉄鋼、非鉄金属業界向けに建設請負、鉱山開発、設備製造を手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01623.HK,ハイロン ホールディングス 海隆控股,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,utilities,utilities,01623;ハイロン ホールディングス 海隆控股;石油・ガス掘削用ドリルパイプの製造大手;一般製造,none,,,,standard,utilities,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973316+00:00,1623.HK,Hong Kong,HKEX,01623,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,一般製造,石油・ガス掘削用ドリルパイプの製造大手,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01628.HK,ユイジョウグループ 禹洲集団,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01628;ユイジョウグループ 禹洲集団;福建省を中心に不動産開発に従事;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973387+00:00,1628.HK,Hong Kong,HKEX,01628,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,不動産,福建省を中心に不動産開発に従事,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01638.HK,カイサグループ 佳兆業集団,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01638;カイサグループ 佳兆業集団;中国の不動産デベロッパー;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973443+00:00,1638.HK,Hong Kong,HKEX,01638,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,不動産,中国の不動産デベロッパー,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01658.HK,ポスタル セービングス バンク オブ チャイナ 中国郵政貯蓄銀行,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,bank,financial,01658;ポスタル セービングス バンク オブ チャイナ 中国郵政貯蓄銀行;中国郵政の傘下の国有銀行;金融,none,,,,standard,bank,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973487+00:00,1658.HK,Hong Kong,HKEX,01658,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,金融,中国郵政の傘下の国有銀行,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01666.HK,トンレンタン テクノロジー 北京同仁堂科技,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,01666;トンレンタン テクノロジー 北京同仁堂科技;漢方薬の研究開発・販売;ヘルスケア,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973535+00:00,1666.HK,Hong Kong,HKEX,01666,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア,漢方薬の研究開発・販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01668.HK,チャイナサウスシティ 華南城,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01668;チャイナサウスシティ 華南城;中国で不動産開発;投資;管理及びホテル運営を手がける;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973605+00:00,1668.HK,Hong Kong,HKEX,01668,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,不動産,中国で不動産開発、投資、管理及びホテル運営を手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01681.HK,コンスンファーマ 康臣薬業,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,01681;コンスンファーマ 康臣薬業;現代漢方薬及び造影剤の研究開発から製造販売;ヘルスケア,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973655+00:00,1681.HK,Hong Kong,HKEX,01681,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア,現代漢方薬及び造影剤の研究開発から製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01682.HK,ハンピンリビング 杭品生活科技,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,balanced,consumer,01682;ハンピンリビング 杭品生活科技;アパレル製品に関する外部調達支援（ソーシング・マネジメント）サービスを展開する持ち株会社;アパレル・繊維,none,,,,standard,balanced,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973712+00:00,1682.HK,Hong Kong,HKEX,01682,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,アパレル・繊維,アパレル製品に関する外部調達支援（ソーシング・マネジメント）サービスを展開する持ち株会社,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01685.HK,ボーアルパワー 博耳電力,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01685;ボーアルパワー 博耳電力;総合配電システムの設計ソリューションを手がける;通信・技術,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973762+00:00,1685.HK,Hong Kong,HKEX,01685,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,通信・技術,総合配電システムの設計ソリューションを手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01686.HK,サンイヴィジョン 新意網,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01686;サンイヴィジョン 新意網;データセンター及び設備管理;Webアプリケーション及び付加価値サービス;メンテナンスなど;通信・技術,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973818+00:00,1686.HK,Hong Kong,HKEX,01686,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,通信・技術,データセンター及び設備管理、Webアプリケーション及び付加価値サービス、メンテナンスなど,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01698.HK,テンセント ミュージック エンターテイメント 騰訊音楽,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01698;テンセント ミュージック エンターテイメント 騰訊音楽;中国IT大手テンセントの音楽配信子会社。;メディア・娯楽,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973866+00:00,1698.HK,Hong Kong,HKEX,01698,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,メディア・娯楽,中国IT大手テンセントの音楽配信子会社。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01708.HK,サンプルテク 南京三宝科技,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01708;サンプルテク 南京三宝科技;交通管制システムや物流監視システムを用いたソリューションの提案を行う;通信・技術,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-06-23,2026-06-22T16:51:22.973911+00:00,1708.HK,Hong Kong,HKEX,01708,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-06-23,sbi_hk_stock,confirmed,true,2026-06-23,sbi_hk_stock,普通株式一覧,メインボード,通信・技術,交通管制システムや物流監視システムを用いたソリューションの提案を行う,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
